0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.837359791314438,0.6252245660065153,-0.2897104272944509,-0.7850187010698834,0.4041527212394904,0.6252245660065168,-0.5239496981138356,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
-0.3645066841401131,0.5180235725132994,-0.6334190836450437,-0.7850187010698834,0.4041527212394904,0.5180235725133016,-0.8543689558910178,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-0.9949774937058796,-0.0179813949527804,-1.1948098890176788,1.088341755265735,0.4041527212394904,-0.0179813949527783,-1.3190949900740276,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
-0.7575439206181385,1.3161242489709422,0.0408620279190788,0.7016070960202663,1.417969774608165,1.316124248970941,-0.4202625853987134,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
-1.1391582869684511,-1.7801727661929618,-1.1199912359438788,-0.8364518123985778,-0.4448314160134273,-1.7801727661929625,-0.6765145922051522,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.0078058735035686,0.1607977018958562,-0.0505908256671656,-0.7850187010698834,-0.0121874356045855,0.1607977018958578,-0.0959356743425445,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
-0.5221243865315548,-1.9475992778306652,-1.7027349034024435,1.088341755265735,-2.1670227344876687,-1.9475992778306652,-1.438488839351883,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.4530363207160905,-0.2375826301236317,0.6219883170104095,0.4649417228504747,-2.041690786898248,-0.2375826301236305,0.8452017786120072,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1.752623593826172,-0.4127168931934989,-0.2463585690385029,-0.7850187010698834,0.4041527212394904,-0.4127168931935004,-0.0911857096085272,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.5221243865315548,0.1964205920336515,-0.4424698301169366,-0.7850187010698834,0.4041527212394904,0.1964205920336521,-0.5429365873712295,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
0.6384382412142862,0.9840906118244056,0.9982424787018852,-0.8014293386673835,0.4041527212394904,0.9840906118244062,0.6673486428525465,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0.1975047678043592,-0.6355448782684971,0.7027705444109968,1.088341755265735,0.4041527212394904,-0.635544878268496,1.151273360696349,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
-0.3645066841401131,-0.0179813949527804,-0.7709025461852806,-0.7850187010698834,0.4041527212394904,-0.0179813949527783,-0.8395569707377741,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.9949774937058796,0.0892195985404355,-0.4424698301169366,1.088341755265735,0.4041527212394904,0.0892195985404368,-0.5058083631680219,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
0.3433427535898744,1.831417984494132,1.310383098940406,0.0458878490123045,0.4041527212394904,1.831417984494132,0.5967933584214175,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
-0.2068889817486715,1.0540285399793792,0.1303779304673848,-2.6583791574055016,0.4041527212394904,1.0540285399793814,-0.2400144420581158,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0.2659641254256533,-0.8466129143572906,0.9406211354891848,1.088341755265735,0.4041527212394904,-0.8466129143572905,1.5652204746927056,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
-0.6525276588103874,-1.0308056613773344,-1.6010941051536096,1.088341755265735,0.2675950216103654,-1.0308056613773335,-1.544933904094116,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2.8376655908835824,-1.2621239651369944,-0.1775698260621656,0.1338777162859319,0.3709897002115213,-1.2621239651369935,0.3693712886219974,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5546771994271287,0.0251991652262884,0.5746906069998556,0.3959496039645468,-2.1670227344876687,0.0251991652262891,0.6618891953619185,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.9346725167384764,0.6227803833548688,1.214296059730437,-0.1995411043722253,0.4041527212394904,0.6227803833548673,1.064642750728702,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
0.4235818278170949,-1.6259962973510176,-0.9389378892900152,1.088341755265735,-2.1670227344876687,-1.625996297351018,-0.4861398196082369,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
-0.8040015807803135,-1.4332381909508658,-1.7052413796839552,-0.6520775496464825,-2.1670227344876687,-1.4332381909508638,-1.5786017339700558,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
0.2659641254256533,-0.6482267557987462,0.965074096895994,1.088341755265735,0.4041527212394904,-0.6482267557987443,1.476647071669484,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0.0313415064423606,1.6185918521120517,1.3261119708520228,0.9127498063329412,0.2680629755433076,1.6185918521120517,0.7045319093031954,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
-0.8609289968238397,-1.625428132085505,-0.5206902823321902,1.088341755265735,0.4054048836864293,-1.6254281320855053,0.0827421173888411,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
0.2659641254256533,-0.7518043557118897,0.954844296157031,1.088341755265735,0.4041527212394904,-0.7518043557118881,1.525673729636676,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
1.927709435702847,0.5180235725132994,1.2544826285903512,0.5823283624049215,0.4041527212394904,0.5180235725133016,1.1609938139470957,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
-0.7538624439433815,0.5291510356378962,1.8047368152190184,1.088341755265735,0.4041527212394904,0.5291510356378982,1.7419309649705643,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
0.2659641254256533,-1.0011967469745089,0.71696212207231,1.088341755265735,0.4041527212394904,-1.0011967469745084,1.377516644213946,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
-0.2253999199529273,0.9838226093406708,0.1269125452245062,-0.9740107973468458,-0.3993061833943222,0.9838226093406728,-0.2181618831101735,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
-0.520636948274087,-1.016987453316058,-0.7184329756429175,-0.7850187010698834,0.6051016533941184,-1.0169874533160566,-0.4307298564343731,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
-0.7731772324298334,-1.9383585521915512,-1.7027349034024435,1.088341755265735,-2.1670227344876687,-1.9383585521915512,-1.4410609188241077,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
-0.5221243865315548,1.2684305269658112,-0.5570393822338009,-2.6583791574055016,0.4041527212394904,1.2684305269658118,-0.994283576989166,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
-1.1422799055643134,-0.5774526598945252,-1.4123466492780845,1.088341755265735,1.1319007934039615,-0.5774526598945233,-1.427287420087478,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
